ZIP Code,Average Elevation
63560,289.47876
64482,303.95688
63751,188.14726
64765,236.35513
65232,244.32716
65786,285.82462
63050,196.48561
63023,195.57944
63627,177.49422
65658,311.05914
63878,82.98453
63384,235.01755
64132,263.7438
63952,172.48492
63956,167.91066
65711,396.18884
63069,182.10362
64601,234.73795
65689,389.98398
65590,343.4444
63026,158.0745
65257,245.49727
65014,251.46886
65679,270.3345
65672,323.44104
65739,345.34982
63655,217.78441
65640,309.7717
65641,346.25275
63446,220.12106
64402,280.69373
64755,292.7862
65061,183.72751
64473,296.86517
65250,197.68098
63558,234.74422
63557,272.2629
64638,250.88037
65567,309.91464
64438,283.7719
64068,260.25238
64484,259.40503
64163,286.20166
64012,313.29617
63031,160.22922
63104,146.84015
63118,152.73123
64158,258.5279
64133,285.8168
65721,379.99866
64150,236.86278
63121,182.47165
63133,171.67557
63108,151.40535
64114,281.5811
64128,275.72
65681,328.48346
65053,218.06851
64779,243.7263
63074,180.08376
63376,146.9073
63122,176.72832
63017,173.50195
65754,379.11838
65074,238.53825
65349,231.82314
64097,232.7771
65330,206.43654
65790,288.09387
65347,215.25633
64077,231.32095
64090,256.54144
64492,285.72562
64084,277.17456
65611,333.45544
64029,268.97388
64070,289.94852
64870,290.00372
65772,411.94107
64770,247.00758
64788,245.1535
64124,276.82974
65215,236.19176
64401,277.007
64063,305.38885
64440,321.4008
64449,285.09967
64057,252.68596
65725,350.84683
64453,297.0635
65625,420.951
65032,233.27179
63748,146.03859
64646,267.20062
64776,250.8069
65692,259.11948
64759,293.1875
63443,218.79538
63822,92.38915
65775,307.7683
65779,284.12277
64461,342.43555
65333,229.65166
65662,393.36444
65608,352.4417
65348,236.76666
64637,270.70377
65559,300.73502
65462,340.98303
63379,183.12935
64744,260.26526
63387,239.88689
65529,240.80724
63662,230.71786
65449,306.61835
63060,214.46252
63091,245.5492
65734,420.1041
63860,87.64304
65247,242.02179
65543,382.35843
64874,421.69672
64832,279.0544
64720,262.21664
64867,361.05478
64861,381.8274
64089,277.11395
63138,141.02032
63033,168.5848
63126,182.38902
65109,208.21278
64117,254.68643
64075,260.613
64746,272.00363
64494,307.65933
63113,156.81572
63011,192.85324
63040,217.48602
63005,168.67693
64106,266.4188
64730,260.58365
65630,343.51666
64842,392.59372
64067,237.52872
64422,304.96722
65631,381.65005
65339,212.58183
65059,199.82608
64723,268.33105
64836,306.641
64734,291.29446
64166,303.49356
64083,312.53458
65745,421.52667
64801,302.29492
64126,251.5967
64078,292.5319
64834,271.62668
64865,320.1119
64151,282.69598
43718,353.3754
45788,262.3375
43450,201.26872
43947,304.2775
45801,269.71603
43072,358.4342
45204,185.3074
45066,263.20258
43905,311.2461
45808,262.7794
43032,278.64642
43413,211.99721
43525,201.24152
45724,253.11868
43504,213.12042
45252,227.27696
45877,235.47552
45815,221.87701
45055,191.32755
43346,311.43805
44232,359.86002
45352,338.58783
45358,311.7233
45721,193.63423
45321,345.9078
44080,326.10062
43027,303.82312
44065,367.83737
45368,337.28058
43023,325.05536
43025,284.27655
43013,351.46423
44121,284.462
44145,213.14287
44134,298.64603
43735,238.21689
45227,179.55986
45152,246.83542
43044,344.1903
43468,182.20726
45121,261.1269
45887,252.19727
45415,263.37653
44504,322.60147
43151,323.2594
44443,357.46677
45654,270.86893
45634,250.25797
43545,209.50583
45101,237.70102
43932,314.9647
45155,300.87906
45628,268.16434
45743,223.11559
45769,231.9702
43836,239.84163
43749,284.91263
45849,220.94615
44654,325.18616
45720,186.39867
44809,235.52985
43761,273.00336
45146,318.40018
44833,354.1472
45813,222.56688
43003,294.56107
44813,383.75955
43758,282.41202
44859,341.27246
43914,286.81448
45745,277.0915
45333,296.2047
45860,292.3774
45828,275.6005
43973,320.2922
44856,324.8837
43779,310.76617
43723,270.0418
43755,280.40482
45336,298.22342
45504,300.39532
44606,350.2417
45202,173.28746
45506,297.63272
43606,187.16951
45503,311.41046
43205,237.64297
45206,235.55258
43604,182.39232
43518,280.00497
45223,198.7058
43968,332.89346
43762,292.37476
43727,278.72092
43756,266.3033
44223,293.96432
44203,320.17917
45390,322.13052
44304,288.33496
45362,315.86716
44141,282.15848
44117,217.99397
45327,256.24506
45042,249.24382
44614,311.79492
44646,320.6218
44710,331.14368
44703,330.7088
44730,344.5792
44266,332.04935
44260,348.8657
44255,357.99814
44202,334.92764
43739,291.88776
44645,318.48007
44278,346.99713
44449,327.83148
44113,195.04738
44851,297.54404
44055,197.91699
44510,291.99347
44406,338.2553
44410,305.19904
45123,286.63608
43130,292.04456
43567,230.47536
45338,310.56317
45359,283.9791
45371,274.206
44847,227.97299
44672,337.55237
44514,337.83453
44076,280.76154
45036,253.5786
44094,251.28676
45370,261.4044
45305,275.0509
43045,305.15878
44505,315.34048
45693,256.82172
44826,270.09528
45440,294.86624
45312,313.1424
45623,237.9627
44814,230.49716
43110,260.3799
44484,292.24063
43438,181.45724
45156,148.3446
44114,182.27571
43842,222.56728
44442,367.75333
45766,258.08017
45690,242.28212
45648,239.44629
45640,236.42361
45119,285.50262
45681,298.668
45115,263.14343
44030,234.9545
44804,245.47462
45812,299.37073
43535,209.64975
43343,320.66077
43347,356.79666
45229,205.3557
45674,202.95929
43026,281.3208
45872,218.50562
45816,237.17343
43123,255.78711
43615,192.10408
43004,303.73898
43617,202.68352
43005,309.7111
43035,282.07718
45251,250.74771
43939,349.56845
43935,320.86005
44653,268.5547
43571,200.37732
43943,316.87302
43066,284.52933
45174,164.40694
45243,237.74577
45389,339.91797
43342,286.44308
43972,306.72763
45032,276.76102
45001,163.69565
43126,242.08752
43565,203.04544
45218,236.50636
44045,179.15564
43420,189.97166
43832,292.81546
43431,200.71805
45172,269.831
45132,323.3315
45771,217.0445
43320,312.68283
45148,303.82108
45880,228.29596
44903,374.99255
45715,251.48158
45786,245.13608
43127,221.67015
43317,343.63617
43793,322.51743
45365,312.3866
45782,222.27588
43976,355.1744
45302,305.35486
45862,251.13983
45780,218.17955
45789,278.49176
44624,337.76654
44676,308.86218
43901,340.08685
45742,220.7987
44665,348.50623
44068,215.4664
45435,287.9096
43414,201.78629
43909,232.59094
45893,233.54292
44901,350.19644
43541,209.11955
45848,221.00127
44274,332.781
44555,287.50467
45424,271.2254
44064,362.6785
44026,337.7737
45304,316.9329
45373,272.37015
44675,320.2439
43031,350.51205
44149,273.54776
44133,315.32837
44130,259.29013
44131,258.1388
44109,211.19412
43701,261.1241
44634,365.592
45142,310.38098
44493,371.8937
44311,311.6392
45325,264.54214
44125,230.55695
44119,183.35783
44641,362.79037
44708,334.99124
44709,344.52472
45337,305.83356
44491,267.02155
44146,291.60593
44104,226.60027
44689,324.27737
44440,287.91916
44481,284.56912
43521,232.9062
43502,221.77242
45869,282.96994
45885,262.40067
45003,295.2631
45311,300.87878
43128,323.46866
44846,198.8058
45678,244.8609
43016,280.76932
44023,349.88638
44077,248.07787
44095,187.76347
45432,278.16412
44060,215.19144
43040,305.3298
43449,177.05672
43017,272.19025
45434,259.696
44074,247.43585
43515,221.36539
45426,271.44693
44254,306.56998
45846,297.3051
45122,263.70682
44089,201.10626
45044,220.51149
43558,209.30418
43102,294.69208
45005,239.2492
44661,363.99548
43950,339.62195
44660,371.70282
44224,324.44846
44003,322.01877
43209,236.8077
44902,369.67825
44618,338.96808
45219,242.65762
44438,310.18423
43211,257.13458
43326,300.89197
45810,289.88043
45403,244.51508
44286,343.41278
43952,318.49957
43207,225.809
44610,372.6688
43837,313.33548
43360,391.78217
43357,353.76318
43229,274.83084
45856,228.41719
43221,250.82559
43614,188.54861
45214,175.43121
45428,288.07455
44262,326.5388
44437,291.14954
45209,183.1116
43623,194.8288
43065,275.67053
43119,277.508
45804,276.7009
45863,230.77664
43009,374.74234
45874,249.8365
43759,384.56155
45069,230.17746
44054,187.57135
43917,329.02475
45729,247.02695
43240,278.05545
43616,179.17531
43948,363.36517
45809,237.02182
43913,262.4634
45240,245.60245
43117,278.51065
43928,306.6664
44682,259.22095
43542,197.27713
45820,247.85646
43951,338.04727
43934,232.83562
45838,248.10664
45330,267.3617
45385,289.5065
44057,232.66592
44022,310.42578
44099,310.61252
44062,330.3605
44615,349.1923
44621,313.56516
43822,284.00595
43080,320.49127
43062,331.46347
44118,291.2199
44129,276.48483
44107,202.39368
43720,276.06396
43036,284.66678
44471,293.78976
44405,317.0714
43456,180.61534
45884,310.93817
43029,305.2469
43557,217.54962
43146,256.42426
45695,239.05904
45612,286.44333
45624,295.08875
43549,217.43834
45171,298.79794
44431,358.0632
43138,273.26443
45772,230.0671
43316,253.46365
43845,265.10046
44861,203.37099
43101,251.52193
45631,208.66258
45159,338.42117
45614,216.0139
44854,301.81427
45879,220.38113
43764,293.7004
43782,278.84906
43334,350.1729
43315,320.77512
45177,311.48703
45779,181.4764
45821,217.66866
45068,270.87897
45886,226.79489
43728,270.72006
43548,223.26987
43946,307.50034
43788,312.41928
45734,290.83508
43302,291.17374
43711,259.44287
44638,332.18042
43977,337.86404
43750,274.2762
43974,376.1811
44825,299.62262
45118,290.66257
43930,331.88586
44313,282.00586
44312,338.7585
44147,347.79547
44126,220.44353
44112,220.44437
44132,195.30742
44647,319.8209
43076,303.69385
44231,317.52444
43008,270.62497
44429,295.52792
44502,289.2022
44428,313.01074
44889,262.61832
43140,315.33524
45140,233.0871
44824,204.33098
45153,225.59244
45160,261.42212
44256,325.17154
44281,342.69128
45318,291.17126
44515,321.2981
44439,263.16483
43106,300.54233
45361,306.5765
44270,308.7083
45684,254.8098
44512,323.21918
45679,269.7792
44028,247.70851
45414,262.3982
45404,233.0491
45416,282.95255
44280,266.98602
45351,292.31003
45236,248.79785
44215,313.34778
44880,343.34134
45054,276.24442
45657,281.57034
45656,236.3382
45334,312.14734
43570,240.09671
43152,276.26865
43920,320.1515
45133,305.57904
43536,221.19023
44445,356.53442
45617,205.70375
44807,281.84497
43812,278.69553
43811,264.37512
45723,230.98964
45621,230.48886
45775,226.17087
43407,212.23448
44882,267.34814
45827,220.36058
43804,335.77658
43843,326.56528
43014,325.96207
43006,341.33054
43748,283.60526
43783,302.137
43019,362.41852
45760,209.31398
45686,225.93146
43149,297.13953
44669,363.43024
44905,380.83377
44907,404.4239
45420,281.79865
43554,270.31607
43215,225.68741
43310,318.52173
45663,258.55002
44221,317.17288
44056,321.81805
44067,274.75723
43340,305.41507
43028,321.33
45213,225.94559
45332,353.42044
43227,236.06293
45814,260.9252
43348,302.1071
43224,263.91333
43210,225.33087
44817,222.00273
45237,192.70146
45226,156.5443
43532,204.86646
43962,356.1626
45419,288.52206
43555,223.09097
45232,185.449
45630,162.86713
43560,203.57343
45211,259.0045
43082,286.0659
43719,357.57266
45053,240.45326
45768,262.84262
43103,230.76752
45773,263.31372
43566,197.06757
43341,280.37744
45875,224.6645
43547,203.3697
45864,221.822
43462,209.49463
44040,274.1188
44250,334.3125
45328,308.99405
43523,207.35948
43961,215.43399
45876,225.35359
45051,211.31795
44049,258.42484
45851,224.44188
43111,233.51163
43144,270.90945
43356,290.98465
44840,332.07196
43754,329.18665
44849,283.90717
43942,305.45505
43780,279.6968
43717,235.06903
45744,247.77426
43725,281.2634
44633,295.77725
44691,325.18204
44838,368.9463
44874,331.36307
43983,322.01965
44843,366.27823
44670,333.81842
43201,238.11606
44047,285.71014
44667,326.7954
45505,318.98108
44403,325.36966
44041,236.24161
44659,378.1167
44084,265.25668
45694,213.84203
44420,317.80905
43953,335.60266
43206,233.95088
44087,320.9361
43610,184.3044
45841,267.00864
43938,306.3664
43331,308.03494
45658,229.76956
45890,248.50194
45230,201.09865
45208,209.26378
45858,231.03207
45349,330.9396
43037,331.08792
45833,236.87135
43074,311.85007
43402,203.67755
43137,214.75455
45224,256.3028
43933,333.95035
43912,316.82928
45033,183.34276
45246,207.51855
43451,206.5774
43971,252.00381
45111,168.01826
43217,224.20471
43109,236.1156
43540,222.65353
43116,241.63228
44619,365.4272
43047,367.39206
45267,241.1412
45105,275.32755
45469,239.67368
45636,164.82365
43925,380.22314
43569,206.59601
43403,208.2403
45433,248.20383
44046,367.29593
45384,299.54053
45324,272.6326
45382,329.87955
44620,322.81177
43908,337.04962
43054,321.80698
44643,320.46753
44139,316.91193
44116,202.42276
44108,187.37628
43791,227.86833
45154,288.81464
43740,294.5394
44301,312.65826
45303,308.86716
43142,319.02933
45387,302.51645
44024,364.77673
44086,346.70355
44136,284.48328
44138,235.89742
44124,324.7055
43821,262.74933
44432,341.0682
44625,366.61133
45176,274.2393
44320,305.54736
44319,315.73502
45870,313.43198
45350,305.59204
44314,306.7338
44333,312.78647
45309,309.2221
45405,255.23859
44135,234.32283
44685,347.77914
44720,346.50812
44706,332.20428
44714,334.97003
44240,330.92654
43030,307.5841
44704,328.05173
44412,314.03357
44644,331.78568
43143,279.1319
45245,252.29689
45865,294.17047
45326,326.89514
44452,335.8027
44451,314.96753
43145,262.78665
45112,151.46243
43344,294.08463
45144,239.61298
45430,278.40277
44035,225.95647
45680,221.61652
43416,185.41463
43077,295.08908
44039,224.12201
44839,185.0276
43162,291.48383
44506,278.8219
45070,317.7991
45030,184.12807
45241,220.20195
45429,293.7677
43155,274.9179
43358,327.54813
43067,322.90442
45650,257.80167
45871,277.2706
45050,219.01051
44688,326.1541
44408,352.09177
45710,242.65779
45661,244.46611
45647,247.81796
43135,280.8185
45698,245.12918
43519,213.65472
45613,247.58586
44413,338.02014
45644,255.3321
45671,301.3054
43530,220.48589
44411,320.07288
44288,322.07535
44216,315.9211
44444,285.26236
43721,301.97537
44144,230.44864
44143,277.5336
44137,285.84006
45417,261.36258
44632,351.3861
44707,332.01938
44241,335.36063
44243,347.51166
44662,316.2904
44418,323.63528
44450,271.74988
44890,274.97275
44402,273.30853
45103,250.12936
44870,185.29668
44470,276.9965
44811,237.78676
45135,312.42365
45619,221.27876
45688,237.94809
43734,235.44206
44092,230.55263
44044,250.92365
44127,207.3636
43061,283.82352
45339,278.89362
44509,297.09247
45459,279.69644
45458,294.59506
45697,296.54236
45002,194.92741
44214,320.5259
45217,170.02005
45322,291.91296
43113,227.19662
43445,179.83789
45378,311.05902
45034,215.15663
44012,185.7186
43107,268.3652
43408,172.06583
45317,342.81277
44613,301.3168
45651,263.02228
45646,268.15228
43506,235.36795
43526,235.16594
43556,217.84683
45167,242.11777
45131,161.27655
44455,340.2745
45601,238.75703
43115,241.16844
44415,333.8208
43164,233.01263
45776,242.7061
44867,260.26535
43410,210.47972
44830,232.06445
43844,296.75488
44818,289.6957
44844,245.18008
45735,245.53847
44802,254.00423
45873,217.66821
45861,218.0092
44841,217.32245
45673,179.5339
45653,225.13152
45770,214.90967
45732,258.25757
45741,226.70436
45164,311.7752
44904,401.24393
43321,336.64743
45761,251.11217
45701,245.26294
45883,292.6642
45882,250.24275
45353,323.74463
44887,309.2925
43772,277.87115
43778,289.50983
43722,257.847
43768,308.3273
45739,184.70201
44878,337.61594
43607,188.2317
43203,245.48463
45207,218.30194
45629,202.34032
45225,194.10739
43311,369.78665
44473,343.26862
43543,270.69827
43345,324.85483
45319,290.82993
44822,376.83136
43534,206.38599
43612,182.04393
44264,265.8358
43613,189.10944
45889,230.5584
44677,339.45972
43222,218.41513
44276,313.26056
43220,259.9508
43235,265.3914
43223,220.19963
45835,290.81113
45372,299.07938
45341,255.75752
43531,267.38336
43505,264.82178
43050,342.68442
43528,199.425
43084,329.39105
44011,203.25873
44656,306.75995
43985,300.35788
43125,225.56935
43460,185.72693
45248,250.19556
43465,189.74902
45854,283.0456
43926,203.95894
43944,348.10114
45784,240.47362
44678,304.49704
45899,248.72307
43322,277.03763
43112,269.60242
44629,288.69525
45052,178.68692
43467,216.48813
45239,262.745
43529,216.04419
43007,311.62988
44424,350.21292
43070,343.35406
43156,274.35815
45147,170.30728
44607,354.76993
45314,321.35107
44072,337.82288
43153,331.98364
43055,293.9447
43056,294.62622
43071,319.0027
43777,268.98944
43746,301.05817
43760,284.2548
43738,294.1286
43517,255.89983
44460,369.83994
44427,363.18155
45107,293.45105
44303,304.8552
44308,297.78738
44305,326.21677
45381,283.95325
44106,221.67223
45402,229.2995
44718,335.18912
45783,223.54741
44815,214.37267
43150,296.01212
43766,278.45807
45113,282.55865
45620,210.03119
43787,260.9954
45711,252.68549
44866,359.09903
45832,238.80519
43747,355.4506
43773,313.93283
44693,341.25037
45360,296.1737
43910,344.0401
43786,322.5351
45826,284.86237
45716,215.84663
45894,245.77718
44842,343.76123
44864,353.29272
45306,302.87915
43733,243.65887
43230,263.2269
43736,359.90448
44101,206.64343
45013,226.62888
44217,316.86813
44085,281.60544
45011,213.98636
44004,218.74713
43516,215.7305
43611,176.9318
43620,186.14098
43524,216.95242
45867,258.83234
45346,340.4382
45203,152.49017
43323,271.31897
43359,263.8806
45409,248.51729
43228,267.95923
43537,190.96657
43231,256.52243
43078,330.92593
45714,224.00662
45067,231.13153
45247,230.37094
43906,316.09607
43940,268.86847
43713,356.06985
44663,305.65323
45062,208.18001
44671,297.68942
45014,199.84752
43522,202.64168
45853,221.64255
45830,234.57268
44721,347.01703
43018,321.5815
43046,285.3177
44201,349.58798
44272,343.2891
44234,353.23892
43147,273.83368
44111,227.76788
44105,236.78688
44110,187.67374
44001,228.11365
44404,324.88174
45102,262.89554
45157,233.56444
45106,269.65088
45347,347.63745
45383,285.57452
44275,284.6343
44483,279.9201
45244,208.91219
45150,225.09564
45659,239.04623
44865,303.9859
43439,175.98883
45669,216.84691
44850,281.89267
45645,236.24942
43458,182.94186
45806,272.46384
45215,195.8921
45065,212.74776
45696,232.9677
45242,240.45784
45212,198.21936
43015,284.0772
43464,177.81949
43157,267.93332
43437,210.18044
45699,207.79727
43436,177.09499
43330,266.2486
43434,176.96321
43136,272.7868
45041,155.90974
45888,285.30167
45348,311.72192
45301,244.64233
45356,292.7752
43963,203.37123
45307,332.9905
44021,359.5116
45169,322.00385
45316,307.0612
43903,355.1064
43945,351.38504
44651,351.90433
44639,291.3361
43011,368.68378
43988,340.44278
44122,340.9872
44070,229.82564
44120,285.5775
44017,239.0866
44102,201.15855
43830,261.7042
44423,363.36838
43732,293.68506
44306,329.9092
44302,312.4164
45331,320.8497
45342,252.52693
44128,311.4116
44666,326.44662
43105,281.88342
44640,332.31818
44236,320.87924
44285,291.03125
44630,361.0483
44103,195.60794
44052,186.80074
44507,321.67502
44511,315.00244
44837,325.47305
44857,249.25793
44485,275.60757
44417,319.31665
45320,330.47397
45344,295.37085
44253,292.44827
44251,335.6551
44609,345.15747
44430,274.66757
44855,289.38376
44446,284.6988
45660,264.7803
45431,274.5544
45638,217.03389
43432,179.87245
43553,229.2369
45819,258.82428
44235,321.9812
45369,357.13013
45216,168.19647
45315,293.86316
43154,297.5267
44626,318.4347
44503,261.17993
45692,242.03525
45685,236.3029
44441,313.24176
43520,228.74336
45642,167.5684
44853,250.1385
43319,349.49136
43060,348.73553
45354,312.9182
44140,185.66914
43802,287.71164
43447,187.315
44436,339.8101
44608,321.1292
44454,345.69266
44612,305.53955
45622,279.96497
43527,217.26064
43457,216.26308
43469,191.89178
43406,207.72762
45764,257.4831
43314,306.09262
43350,411.68
45166,332.58707
44805,345.353
44287,338.2315
43724,284.77835
43325,340.42905
43716,348.09628
44683,299.44913
44820,305.6317
44827,342.80444
45845,295.61545
44881,310.84583
45740,224.43335
43931,239.09291
45746,265.69577
44611,354.471
45719,200.91829
45778,241.44179
43219,247.87291
44681,332.61246
44875,337.37042
44690,385.5018
43981,353.81747
43608,182.1275
45840,243.5922
45662,221.07472
45323,284.99268
44425,315.18225
45220,203.8913
45015,187.20041
43202,240.5316
44321,320.30038
43085,260.79758
45843,277.08887
45897,284.0327
43318,319.00888
45868,239.54161
45817,259.1968
43337,274.70334
43332,284.7191
43324,331.2501
43333,305.92197
43002,285.9905
43021,294.6298
43619,186.49078
45891,237.00209
45750,238.93437
44697,288.90588
43512,217.2366
45130,283.26727
45168,275.45657
45682,236.13025
44883,234.52164
44836,219.3985
43435,210.39874
44828,242.75578
43824,298.058
43442,186.49837
44637,309.39117
43805,241.96997
45672,245.21245
43840,328.70847
43731,281.0841
43730,275.45535
43338,378.04028
45855,222.50714
43148,288.9772
43158,275.58282
45831,219.64491
45767,276.61176
43915,321.9353
43907,343.4952
44699,316.45404
45822,264.69174
45898,248.54489
45363,299.91876
45866,267.54337
45727,281.2924
45340,317.31064
45310,296.77905
44627,349.322
44628,344.56656
44687,328.91425
44652,347.32358
44325,317.27066
44010,249.3865
44032,309.45554
44082,308.6887
45502,319.77957
45652,226.02559
43351,260.1376
43609,185.25961
45410,251.77821
43501,265.38333
44906,408.58307
43214,245.13942
44230,334.55994
45836,285.14166
45850,300.41922
44048,257.26218
43204,244.2692
43605,182.16397
43511,211.20822
45896,316.09497
43212,235.9532
43022,324.0825
45859,296.3479
44093,328.67856
45881,248.57213
43213,247.42368
43010,371.55072
43081,279.41895
45805,259.23215
44680,309.72073
43551,194.5737
44622,307.4494
43964,323.98734
45056,274.9419
45238,260.24875
43902,328.16028
45844,226.99532
45231,242.59601
43232,232.98024
45205,246.94669
45439,229.76424
43463,196.43607
45677,229.34552
43218,251.83641
43510,204.29176
43466,208.61438
45807,245.03084
45233,220.12462
43443,197.29088
45423,226.02623
45501,287.8055
43336,346.33167
43967,314.21487
45162,271.57755
45158,275.8831
43446,176.42636
45618,265.62894
45335,322.92575
44695,327.02954
43001,324.42105
43986,355.68924
44142,239.33687
43771,263.08234
44601,346.27573
44657,350.92603
44310,304.4059
44307,309.0006
45380,305.34586
45345,278.24185
44123,184.54791
45406,261.68463
43068,287.61676
43033,284.4324
44705,331.4941
44702,320.18423
44090,266.38513
45377,289.7879
44053,190.69794
43160,295.56726
45255,238.99586
45895,286.126
45040,249.30505
45039,233.39072
45249,245.90091
44273,330.69208
44212,335.70325
45308,301.01535
44490,332.74048
43767,286.36334
44401,329.48044
45120,242.82143
43452,175.62485
43064,292.6354
44081,210.0024
43440,177.93535
45449,241.07426
45616,282.5134
44050,244.75974
44115,199.96146
43430,188.60094
43412,178.06485
45388,296.22855
43533,233.91342
44233,335.49442
43433,178.31628
45064,290.28098
14586,176.77106
12577,200.6685
10953,77.742424
10976,29.929264
10546,123.55874
10930,233.89824
14543,187.4756
13826,309.0135
12158,52.711655
10990,201.8316
12054,90.790344
10028,19.931734
10950,236.75748
14026,214.1985
12143,119.83502
11427,38.547913
14030,446.33044
14032,183.577
11697,1.8196061
14416,197.72346
12157,331.67352
13083,315.30783
11784,37.547493
11004,37.3492
13145,110.317696
13158,474.61124
14027,220.38486
14432,198.32536
13494,447.25616
12019,117.239426
10282,3.6109498
14756,401.19635
12052,420.4931
14504,179.89726
14544,313.3545
13081,275.47678
10027,15.9015045
13354,274.59576
14522,156.12854
13732,356.89935
14303,170.02852
13146,128.3967
11432,29.80741
14454,279.7537
13328,307.9164
14510,255.60846
10452,21.172781
13490,188.69498
13417,145.83371
13036,132.69368
13435,351.62622
14067,146.26059
13338,554.7493
14081,206.38719
14091,339.1662
10469,26.22751
11225,24.586237
12180,163.08208
14125,215.48828
13033,135.76671
14767,500.98962
12154,89.69413
11207,13.358223
11423,26.360693
13332,434.67764
14466,373.11282
12118,78.64113
14750,458.59918
14063,322.22638
10280,3.483595
10465,5.712052
12529,292.9161
11201,12.04726
10704,62.60354
14882,227.91817
10705,39.00627
13901,324.57986
13204,125.39893
10009,3.8514233
13053,438.48254
14607,154.2905
11358,21.416039
10455,11.8604
14225,205.69994
14051,179.13559
10310,24.13199
10528,30.755386
12586,124.25801
13491,441.0694
12589,158.74086
10980,222.54921
59036,1479.4135
59046,1203.1648
59070,1420.9185
59410,1676.7089
59087,883.9451
59059,1003.2448
59601,1645.394
59223,721.37134
59425,1092.7037
59482,1108.6221
59344,890.8356
59733,1627.1176
59463,1835.6759
59062,1176.5703
59926,1140.8057
59729,2029.5897
59913,1427.419
59215,788.67194
59725,2036.2031
59037,1041.6589
59014,1506.8401
59743,2100.8093
59927,1335.9814
59754,1776.3862
59602,1445.4894
59749,2015.0171
59065,2238.2522
59735,1881.5996
59844,1043.6158
59840,1790.7991
59025,1205.098
59832,1569.0144
59851,1002.8189
59846,1447.1617
59001,1407.7517
59061,2082.292
59035,1214.3989
59848,1023.50024
59450,1141.3788
59446,1016.9091
59263,771.55347
59332,1081.0554
59254,694.59985
59243,748.67206
59225,784.6721
59248,754.3169
59022,1068.2487
59827,1446.6846
59636,1269.9119
59483,1105.6715
59338,769.0988
59055,1514.9487
59313,941.66
59086,1933.3859
59859,1268.9844
59454,1060.4507
59761,2155.142
59351,1008.47156
59802,1289.9272
59479,1684.6996
59731,1625.3378
59746,2314.375
59856,1233.7914
59919,965.65454
59047,1836.2754
14845,378.1693
13357,362.51065
10509,160.43073
10177,18.504951
14903,363.6108
13760,343.07666
12545,233.01196
10154,15.420379
14220,180.35468
10920,54.308235
12543,124.75555
10502,84.37426
13339,230.36418
12582,215.45981
11510,5.3524227
11575,11.571922
13027,133.75494
12729,306.53406
11001,26.066557
10542,163.24916
10532,97.71439
14445,127.759056
10514,142.47849
10576,160.49283
14467,190.13977
10549,134.93292
14564,211.19089
11023,20.745615
11693,1.4693062
10933,148.72162
11590,35.25381
13778,392.72787
11789,39.552757
13754,466.6224
12518,204.69511
73041,445.75446
74536,285.09128
74574,250.72876
74543,237.80417
74859,253.40863
73446,235.13596
74734,173.94307
73020,359.344
74948,192.05031
73005,391.36053
73108,366.92072
73129,375.1673
73014,433.21637
74347,327.1659
74359,319.35156
74966,237.39476
74943,178.98647
73090,398.9749
73040,468.7667
74361,200.58292
73105,355.37973
74949,306.12042
74080,211.4883
74472,166.63963
73151,344.47943
73527,366.9746
74435,198.26349
74446,160.11516
74085,264.94186
74103,216.56432
73705,392.1145
74632,327.72794
74646,332.5194
74126,233.83965
74120,217.59946
74105,203.55562
74463,180.31769
74641,332.55157
74130,187.48535
73942,959.0501
73945,905.2433
73173,371.26556
74560,272.12738
74873,312.50085
74525,184.34384
74546,209.14319
73098,281.66324
74849,283.4577
74827,244.83556
74425,204.7969
74522,218.98187
73028,320.46353
74637,292.70526
74650,275.5335
73032,237.97577
73947,1164.665
73939,1049.012
74636,334.5604
73758,381.79102
73764,369.99445
73726,416.07703
73760,405.4672
73719,372.29276
73835,599.91833
73642,706.6771
73024,464.15125
73043,459.71973
73533,335.04968
73004,371.2088
73753,354.4779
73079,377.21695
74421,234.48442
74445,209.49097
73481,309.46942
73442,293.7168
74047,230.26413
73521,416.73108
74023,272.71555
74601,301.1241
73092,357.49973
74652,354.59302
73743,374.82825
73664,508.1715
74059,277.0151
73622,481.11023
73488,288.9463
74721,180.295
73668,645.4887
73624,572.50287
74931,301.92352
73448,235.15015
74766,145.94894
73463,275.98236
73099,393.89948
73049,340.39304
73117,358.51483
73569,254.44939
73132,380.5795
73162,359.31467
73130,379.214
74042,236.12877
74021,197.98665
73528,338.62027
73048,485.23853
73538,371.27692
73128,374.46042
73548,289.2837
74557,228.4927
74871,255.54382
74954,148.40552
74071,228.18007
74114,225.10689
74338,322.73505
74011,195.10793
74470,162.40125
73557,412.77502
74937,258.7715
74027,220.00784
74346,299.65488
74364,326.52368
73047,470.343
73065,376.22302
74365,259.43677
74016,229.30603
74549,418.55408
74941,166.37799
73553,324.1157
73441,231.92934
74352,229.66846
73552,423.68585
74128,201.25578
74468,201.39366
74643,311.93478
74340,223.30464
74501,216.54048
74538,203.28947
73444,304.66068
73461,210.99013
73460,244.76192
74084,272.53116
74633,320.7351
73458,299.54254
73747,375.69125
73741,416.59344
73722,371.426
73110,374.33817
73089,393.46527
73501,335.5349
74450,185.3391
73059,424.23398
74006,219.14607
73736,348.4199
74864,286.18814
74880,241.90065
74640,328.9812
73632,471.5457
74834,274.0235
73669,516.9601
73564,457.0271
73549,416.28415
74427,271.58002
73015,443.36673
