ZIP Code,Average Elevation
47546,151.82195
46574,217.56706
46133,324.66977
46371,242.9997
46770,247.79672
47712,122.32239
46408,188.67891
46394,178.24915
46321,186.99835
46511,230.18729
47431,186.32983
46974,235.729
46931,240.34547
47031,295.53076
47006,289.45383
47164,240.37006
46737,316.48694
47229,166.74323
47356,305.9628
47010,303.01282
46580,258.09808
47042,282.4968
47106,222.85161
47023,276.718
47388,321.8868
47857,205.26698
46181,255.80132
46126,238.28835
46961,208.14055
47469,190.54828
47433,210.03299
47243,224.12209
47369,270.20935
47381,293.79102
47952,192.26225
46962,245.16473
46050,278.72626
47420,192.61414
46157,237.3978
46184,242.46208
47451,164.12239
47270,181.88469
46787,257.0375
46929,219.50816
47516,150.27142
47528,149.01169
40334,273.91965
41364,327.8578
40536,300.732
42321,150.54068
41735,573.0592
42356,131.3842
40280,161.5624
40404,303.5329
42758,229.47394
42163,189.65477
41566,492.68768
41397,307.2658
42022,106.605644
41421,309.3715
41257,275.9205
41772,410.8298
40481,395.43414
41859,368.25104
42452,128.34436
40370,268.25433
40019,259.4306
41071,184.46005
42045,118.1917
40223,211.39626
40403,311.07077
40205,158.17545
40214,154.62306
40046,218.87573
42406,119.21036
41080,196.19475
41048,235.86688
41074,168.74294
42040,158.62302
42058,108.35089
42210,181.06142
40442,354.8256
41097,250.65906
42567,333.15768
42376,130.9762
40209,144.85823
41183,166.16219
41653,290.6447
41039,252.82205
40461,292.8533
42348,152.81323
42039,127.41144
40339,276.5822
41645,295.7732
42328,131.08633
40330,258.07883
41189,251.49901
42501,310.8075
41045,206.64029
40342,238.9461
42544,290.58203
42259,202.58604
41749,388.1027
41821,475.49683
41731,450.89386
42345,155.39352
40409,347.16287
41004,246.28928
42456,131.73714
41274,263.93155
41663,279.52615
40845,499.67105
42757,237.3332
41250,315.1555
42635,388.86728
40729,346.4847
42361,160.84537
47036,272.99072
47929,214.6115
47861,138.22443
46345,228.5606
47639,139.29163
46403,183.73024
46818,258.22717
47968,266.4684
46038,243.41957
47104,165.83652
47977,220.27312
47615,127.05724
47537,134.2812
46901,248.01883
46068,268.45416
47904,177.58705
47304,281.15378
46506,250.39677
47803,171.02466
46619,219.32455
46765,250.13098
46218,239.36215
47464,189.6341
46204,217.41193
46614,247.47562
47884,168.0123
46785,252.1966
46504,249.27853
46356,204.23912
47025,213.07568
46835,242.68214
47032,259.73257
46763,268.8328
46797,228.40254
47573,174.20906
47366,333.6803
46971,242.28313
46302,216.51839
46701,284.617
46784,280.57092
47225,322.12955
46922,224.80548
47306,285.59995
47880,155.85567
47542,152.09872
47460,207.60374
46168,229.98735
46240,230.10849
46290,253.0895
47963,206.32649
46250,239.69322
46278,260.70822
46158,220.63614
46260,244.93176
47943,207.94722
46222,220.0101
47403,235.25969
47527,177.52863
46777,251.66687
46781,261.62564
47359,265.86176
47368,310.5703
47394,335.44885
47390,330.16367
47452,211.01366
46960,220.01659
47024,274.9554
47041,296.5082
47167,246.88393
47220,187.72504
46776,294.00204
40176,200.17252
40070,255.49042
41547,376.63342
40145,206.66678
40868,419.98944
40058,251.39331
40808,517.9217
41558,434.12625
41360,329.40182
42060,111.73118
41650,451.09927
42333,153.2617
41616,308.07117
40464,334.65073
41631,325.10764
42533,299.68582
41231,287.72403
41149,279.99292
40824,548.4837
40854,442.9138
41774,437.13358
40873,562.67096
42442,148.47484
41746,407.47455
42131,241.18654
40865,561.8056
42715,283.6709
42338,126.3348
42037,115.146255
40316,341.38028
41643,365.36188
40171,195.30324
40363,149.6661
42323,147.77122
41760,427.2347
40062,216.97632
40049,210.0709
42066,145.54709
42420,124.520584
42082,117.96114
41015,213.68137
40601,224.53683
41175,240.09009
40299,198.54225
42458,126.098595
40213,147.06018
40067,229.58557
40361,271.00198
41102,220.12013
42028,149.57379
42047,151.92062
41091,223.83447
40204,149.01495
40059,178.15225
41143,240.75032
40347,253.97679
41073,175.53952
41042,266.6472
42048,133.24951
40203,139.16083
40489,365.0923
42445,152.76875
42366,137.76482
41041,265.73065
41776,401.67163
40229,174.01869
41014,163.80559
42159,174.50916
40023,210.4152
41563,538.6348
41562,367.39465
47060,249.23401
46365,223.64375
46747,300.1473
46150,274.19302
46182,254.51942
47273,200.74556
46567,268.0327
46163,252.0491
47437,205.11833
46978,222.51717
46923,196.48892
47040,226.05786
47020,208.39552
46913,222.91167
46555,268.44434
47967,235.19662
47457,185.79724
47130,150.47057
46340,207.86296
47850,164.45985
47981,228.37286
46031,263.3851
46074,275.5268
47124,241.21251
47150,164.33134
47112,204.00987
47683,145.13795
47137,177.77104
47637,136.45662
47586,164.82695
47531,135.52979
47928,169.61359
46526,254.12083
47408,225.723
46628,233.63849
47401,205.47223
47406,253.07066
47720,142.87279
46845,254.40948
46036,263.2187
47341,352.8175
46788,249.79796
47334,286.41196
46076,262.92026
46203,240.94275
47429,210.32904
46530,241.29532
46216,251.46312
46553,255.08998
46115,286.54504
47907,187.88948
46738,264.20078
46347,205.12025
47971,224.52885
46051,261.78482
46778,262.71603
46945,226.68001
47335,318.79758
47387,330.23737
47348,274.54697
47964,214.0004
47580,177.12674
47654,135.16121
47576,198.60426
47434,179.26474
47983,233.62598
47809,151.49408
47567,142.94626
47325,286.66803
47562,168.48349
46122,278.24652
41531,400.9435
40107,159.42018
41408,320.12323
42129,257.56335
41056,252.04227
40119,177.47229
42749,210.51239
40484,305.97668
41605,300.17505
42343,173.5516
40144,205.7261
41722,385.88663
41826,450.87668
40460,372.53876
42044,116.39067
42455,128.28812
41222,264.08163
40823,713.3245
41828,445.7149
40741,352.7128
41255,282.10556
41465,327.42795
40312,246.1443
40033,244.00774
40328,287.55423
40155,221.56465
42541,305.45438
40152,173.34038
42634,333.67743
42713,232.31392
40997,463.6961
42764,250.79744
40982,412.52484
40903,383.0052
42762,197.05103
40827,435.95605
41317,352.9881
40448,313.0929
40995,433.51862
40979,474.16644
42565,320.6868
42431,129.88643
40060,217.08809
40815,564.6511
42032,111.07124
40526,303.7321
40829,560.9822
41762,419.15012
41564,368.4931
41512,519.70435
41527,345.5237
42154,260.83185
42631,407.97418
40849,423.44864
40376,314.30414
40830,508.85962
41713,379.80008
40165,172.90546
40068,253.6358
40057,237.39304
40045,216.58461
40228,187.15369
40118,177.73477
42053,118.73845
42001,121.53855
40077,185.41649
42303,127.34655
40475,265.92685
40515,280.38202
40031,234.55275
40110,191.8182
46112,272.047
46123,253.80927
47453,219.8993
46975,239.21791
46711,255.85309
46391,235.9101
47638,132.50021
46171,206.04604
46307,217.38922
46791,249.32166
46322,186.09363
47640,142.09023
47355,360.28995
46994,227.44315
47145,213.15184
47260,198.46077
47362,325.29288
47281,180.53839
47035,181.52994
46404,183.2592
47353,300.90738
47265,216.04112
46982,265.9946
47950,211.22832
46041,261.42505
47456,238.49297
46035,252.60199
47970,211.82791
46539,256.5527
47147,215.9555
47177,207.50261
47954,258.13522
46175,242.1689
47230,200.25732
47535,153.8772
47449,161.80688
47011,257.7672
47001,216.2369
46725,265.37415
46311,202.73497
46382,220.69106
46375,196.34776
47666,130.43198
47649,137.37498
47613,130.45566
47443,149.36845
46542,256.19513
46040,260.4654
46706,264.36325
46563,245.12418
46327,178.85927
46979,254.05801
46075,286.62155
46601,217.81226
46616,211.21846
47725,133.75266
46044,257.98306
46723,268.29745
46402,181.71213
47859,207.42201
46825,246.25124
46573,254.1243
46201,234.48549
46202,217.27902
46516,229.3247
46217,208.34932
46107,244.12122
46167,285.43027
47330,306.06326
47246,220.83827
46804,244.94847
40207,161.72064
40206,150.02263
42078,135.80148
40210,139.34937
42378,145.37666
40348,249.49808
40056,223.42618
40701,351.0292
42240,176.3019
40510,275.79898
42351,131.93579
41092,226.31145
40940,538.7
41606,427.1069
40078,226.84375
42064,148.42393
42261,156.41483
41314,309.15112
40734,362.5243
41230,246.92894
41224,292.93643
42539,303.50723
42754,198.9243
40862,681.0013
42726,204.26804
42528,274.25696
40372,245.00868
42023,116.60173
42716,255.5679
42717,234.08922
40075,232.24503
42087,122.77611
42325,136.11682
40111,163.95154
42134,206.24486
40855,874.7583
42409,139.61797
40972,358.51056
40856,571.7591
40011,237.6669
41812,533.019
42464,133.03748
41055,265.1817
42286,174.12503
41064,238.78664
40927,808.9822
42371,118.14289
41385,316.31384
41817,431.3964
41271,248.33325
41263,255.98508
40935,421.96317
41836,442.07523
40828,681.08875
40763,423.2747
41264,240.06308
41825,561.5123
40012,225.96806
42204,176.56018
40006,230.6381
41833,530.4268
41845,456.5896
41572,452.04608
41647,396.1645
41513,435.3719
41766,414.78043
41777,510.11096
41524,444.4875
40921,385.78467
41615,326.51172
42746,210.81287
46637,220.76126
46513,232.12993
47033,300.97778
46572,245.70665
47871,172.48647
47352,321.2638
47385,314.6227
47448,224.14969
46156,290.54648
46146,277.55927
46144,277.04126
46595,253.23312
47331,290.7618
47564,144.6548
47427,180.02454
47557,142.31485
46214,236.00607
47946,207.9692
47917,226.75409
46349,201.77908
47521,187.55351
46405,184.55948
47834,199.05731
46312,179.83958
47601,130.78717
46799,246.33958
46406,181.34038
46740,258.43973
47874,174.37224
47802,160.61533
46968,219.19214
46951,253.9144
47140,225.437
46932,235.37892
47116,207.77876
47274,180.99521
47165,242.26225
47384,311.82825
47016,271.52304
47235,222.92958
47034,297.61935
46543,267.8718
46815,238.04335
47250,243.09583
46056,291.98273
47102,171.98055
47018,249.03648
46151,217.68123
46131,226.67648
46508,262.48962
47470,180.61687
46140,270.27686
46106,241.26097
47993,207.55547
46058,231.98915
47906,206.2901
47975,217.35985
46111,198.51138
46915,233.24205
47918,199.93007
47441,161.40657
47926,211.3488
47980,210.35284
47670,138.583
46764,276.72504
46373,212.64801
46814,248.78258
46348,204.60158
46383,229.74355
47849,152.43776
47135,192.86198
40801,425.1698
40178,189.55518
40037,210.32137
41351,363.10635
42252,162.63261
40221,144.67561
40061,224.64731
42326,140.19482
41721,363.1961
40140,221.69356
40020,220.72112
41667,515.2623
41135,310.27417
41559,406.41772
41862,392.91458
42124,300.8953
42322,138.37527
42122,180.86194
42086,116.53551
42071,153.97717
40208,139.80437
40245,211.55214
40007,229.90445
40013,196.1356
40014,224.36182
41076,210.59435
40385,252.99698
41129,229.57593
40041,169.43979
42020,149.49849
42788,198.95724
40202,139.32906
40419,320.9821
41010,255.00166
40353,287.21542
41764,432.33194
40514,295.77383
40055,235.88327
42462,119.94501
42355,123.438194
42069,126.85077
41301,323.91895
47162,217.57324
47611,132.48143
46967,233.65482
47842,173.81726
46324,183.29709
47862,164.65527
47635,124.084755
46039,267.88132
47714,116.11031
47303,283.37762
46016,265.79596
47804,149.4184
46805,235.93466
47901,177.57756
46528,258.7262
47305,287.21103
47715,116.674995
46773,240.91623
46743,231.14041
46741,247.11008
46070,270.04337
46017,278.98926
46987,257.48535
46767,276.3267
47708,115.94904
47383,307.57166
47166,216.17648
47860,159.3844
46774,233.17064
46407,183.16043
47226,201.4178
46048,261.8363
46745,249.66158
47247,180.43076
46102,282.8076
47445,196.84055
47174,188.48122
47392,323.28137
47866,181.23358
47344,302.63995
47351,316.4929
46155,308.66013
47123,162.26245
46786,300.4986
47916,246.3906
47865,149.1953
46125,239.30943
46183,221.7627
46377,194.63005
46047,264.661
47590,150.22249
47529,149.16154
46366,211.23975
47619,148.02289
47471,170.21489
46121,256.8357
46033,240.08965
47853,206.53438
46766,256.82422
47881,195.75954
46926,233.34937
47175,209.62509
47120,212.88559
47264,225.655
46746,276.27695
47240,281.144
46582,258.7634
47361,333.53152
47263,299.1518
46502,253.64862
47326,263.3381
42167,260.66345
41180,261.44983
41522,442.3308
40004,198.14926
42275,163.4721
40962,363.3232
40322,327.93262
42156,192.9295
40977,487.63226
40444,269.93332
41855,487.113
41832,452.2016
42050,100.16585
41804,460.70374
42459,121.51114
41002,245.81804
42330,133.5331
40387,316.71323
40146,194.63513
41837,553.1021
42234,178.83943
41034,255.18188
42236,166.20494
42728,258.89365
42337,135.28212
40050,257.65573
42266,177.51347
40906,366.3022
40943,353.14868
41835,561.90375
42566,337.31458
41043,231.67757
41834,436.9685
41839,378.0538
41712,344.49634
42202,175.89482
41367,356.98096
40759,355.22342
41267,255.40771
41824,459.2515
42729,207.97057
41534,605.6172
42332,138.58301
42120,226.11118
42354,138.23329
41166,240.8174
40826,718.3286
42280,194.37454
41660,424.07828
42453,147.39015
40819,541.34015
40117,214.9325
41751,389.06784
41310,326.8925
40981,389.78842
40807,488.66318
40820,634.72253
41464,343.57626
41729,289.97025
40818,689.4488
41754,336.6556
40964,533.79913
41723,366.4784
41763,509.75473
42061,139.11386
41571,369.24994
41554,407.534
41538,408.40237
42444,148.17723
40434,384.58435
40350,251.72974
46161,262.97583
47382,320.20218
46732,278.74612
47995,215.97981
47987,203.12335
47436,218.36702
46052,285.38907
47940,247.85283
47578,146.64468
47561,138.12529
46538,260.99063
47965,243.2676
47224,264.86972
47879,160.35677
47882,154.70781
47648,135.19951
46062,248.76978
46941,235.66185
46990,251.20605
47577,144.61755
46958,211.00137
46919,251.48569
47523,141.3256
47525,160.16435
47588,135.5538
47136,249.20969
46953,261.81607
47346,331.20837
46802,233.97742
47905,200.45729
46819,241.4138
46986,261.56863
46147,282.8511
46219,256.24832
46227,230.91145
47458,221.10043
46229,259.00974
40047,185.10118
40390,256.69684
40272,154.31245
41139,215.9777
40220,174.05635
40517,299.44598
40241,197.84972
41101,187.1146
40076,247.25684
41121,218.87102
41033,223.87357
40222,176.4884
40211,137.04913
40162,239.76163
40160,231.50089
41001,215.74753
42784,223.27167
41635,334.37585
40360,259.07324
40472,313.50934
42633,326.70834
42160,214.69206
41093,284.6312
41339,327.46503
40177,155.54352
40513,286.68375
42041,123.35743
40243,218.87595
41085,149.41612
41601,273.62308
41649,309.64673
40422,286.19336
42503,305.44763
41008,187.87752
42133,231.2485
41858,476.58475
40447,376.23288
41164,290.93228
42166,272.49423
40913,511.41327
42647,360.4707
41098,212.46925
42220,200.97305
42404,119.5492
42021,120.78763
40988,546.84357
40143,177.81235
42629,255.12178
42276,186.51662
42211,149.5954
40009,273.45816
42733,272.0266
40402,356.66345
41810,521.6706
40313,308.97293
42056,110.78183
41701,385.75967
42262,170.50043
42207,185.02174
40958,480.49875
41262,284.68585
42127,222.51596
40445,348.0015
42352,130.49123
40310,272.6357
40771,359.9658
40939,448.074
40371,261.67276
42436,144.60376
42413,132.98007
41847,453.84186
41142,269.6981
42374,135.47696
41181,242.23657
40063,217.38255
42051,131.40967
42101,171.10364
41016,176.49345
40036,191.73
40065,238.03049
40150,176.26826
40503,302.45465
40379,257.1778
40324,271.0046
40026,207.61566
40022,224.56433
40516,293.3598
41168,246.32738
41075,231.73999
41174,245.01567
40504,289.04385
42054,153.60571
41031,247.5632
42718,251.472
40337,279.09772
42732,224.15727
42327,127.52095
42164,211.95987
42036,140.46965
40311,263.19186
42035,120.333046
42451,112.95785
40008,219.144
41348,332.99335
42369,126.93562
40069,233.29884
41557,394.99634
42519,294.72046
41365,320.49603
42748,239.08783
41630,353.19867
41815,476.20258
41352,306.29724
41046,221.07416
40486,353.6772
41171,280.8115
42721,186.41705
40456,357.5425
41214,297.05484
42450,121.38606
41083,217.96973
42367,145.11787
40359,240.7009
40840,552.1436
41146,226.92671
42649,405.02356
41044,254.4947
42024,106.267876
42029,112.548134
41265,282.19995
42214,231.60616
42765,212.77559
41204,276.73465
41332,316.81143
42157,263.10034
41232,263.77457
41655,320.51117
41861,379.8581
40115,229.10387
41612,400.95883
41740,397.33267
41203,283.6733
46117,295.69635
46710,287.45767
46376,192.03229
47280,198.80579
46798,248.20349
47924,200.36098
46957,266.42938
47370,289.82693
47845,187.79381
46796,278.9641
46149,289.51578
46755,300.886
46771,280.5872
47855,156.71855
47405,239.94975
47367,307.07993
47558,151.73158
47598,148.24475
47591,137.6461
47459,217.2013
47833,195.84966
47357,290.65427
46236,250.98376
46231,231.47353
46165,277.98907
47944,235.50159
46113,228.77791
46180,235.98265
46220,230.85724
46280,239.46936
46532,209.0681
46939,231.88005
46350,235.70593
46772,251.69815
46714,254.7826
47630,123.243515
46792,257.02823
47610,125.29503
46783,246.4886
47454,214.94704
46531,219.40161
47340,314.37955
41619,322.2089
41604,435.55054
41838,486.78387
42463,110.78411
41159,276.1076
41528,368.2371
40052,207.77849
41390,292.0169
41543,415.47336
40142,217.513
42722,198.77023
40810,612.30963
42350,122.02942
40108,188.1312
40740,355.55713
41254,247.61652
41651,266.4334
40803,434.18604
41778,368.58673
41052,240.42047
41745,356.47897
40358,258.9686
41727,347.88913
40161,196.58434
40816,458.22308
41366,327.41846
41560,410.90472
41540,400.98953
40946,354.2829
40941,262.72195
42516,351.47125
42638,398.9785
40843,909.05475
40109,205.04411
42104,179.14273
40391,274.7136
41017,231.08911
41051,256.15567
41011,215.89622
40383,255.70981
41141,265.7174
42103,164.75645
41819,597.2611
41503,288.99008
40953,382.8107
41519,395.85272
42151,234.352
41226,283.6515
40870,607.5811
41268,188.92316
42759,185.46384
41386,302.5874
40357,277.7686
40104,178.85786
42741,273.6688
42410,142.5579
41739,384.45593
40847,433.5043
40231,145.28522
41642,307.6782
41132,251.46735
41822,414.57303
40170,161.11299
41844,436.2453
47837,200.07564
47108,225.12444
46565,263.94025
47012,281.49255
47030,252.63112
46540,263.63516
46702,240.21251
46940,252.80652
46148,300.52765
47932,184.7413
46164,256.85535
46988,242.07736
46110,232.1784
46142,218.77202
47581,171.67851
46917,210.2801
47997,201.58618
46135,236.94388
46105,267.02585
46128,249.81967
47933,240.2137
47958,213.34198
47465,160.09653
46172,256.55145
47990,234.85419
46524,247.71756
47949,222.7199
47848,171.08229
46390,219.45915
46055,259.9038
46069,285.39163
47111,180.2736
47354,340.7374
46065,218.88443
47579,142.5449
47515,168.61458
47854,179.9583
47847,190.88898
47966,162.60803
46323,182.18822
46072,268.82138
46914,244.6817
46950,238.40732
47552,140.82465
46952,258.57422
46617,221.52997
46544,245.38365
47885,167.02835
46721,263.15848
46730,296.30618
47805,161.98389
46012,270.4357
46514,233.97725
46803,237.40364
46936,258.47772
47909,209.21658
47710,127.35983
47468,230.12027
46561,230.87837
46237,251.74727
47022,251.21136
47115,215.02641
47114,203.93282
47244,228.82187
46064,269.20074
47974,176.84381
46635,233.1476
47869,157.16919
46154,276.65485
47831,175.4016
47986,212.88182
20851,107.55681
21776,184.37524
21252,115.457565
20623,62.209583
21798,141.62096
21045,116.73514
20861,135.40256
20721,41.229683
20640,25.867395
21075,67.417816
20667,16.98581
21251,68.32316
21056,7.9782076
20606,2.1350927
21890,4.198686
21841,6.3272076
21675,0.4390167
20677,30.806837
21627,0.474343
20645,1.7583424
21541,783.4477
21804,12.947704
21713,192.19875
98247,127.44488
99021,893.1526
99353,149.42058
99119,1020.0663
99150,939.08795
98277,57.06938
99153,1306.1724
99118,1063.6123
98812,603.7341
99130,776.37964
98112,33.795593
98326,146.5902
98501,60.34856
98844,957.8801
98248,34.20564
98815,656.9454
98538,322.23602
98953,374.91214
98382,404.60855
98264,-162.25478
98253,71.81314
98034,63.89773
98526,200.23091
21795,135.36421
21539,718.08673
21915,12.447524
21206,45.065884
21538,745.8494
21750,213.13986
21913,21.731396
21532,713.01526
21756,176.27267
21837,5.166099
21545,486.01822
21228,116.224106
21236,59.38471
21904,91.103546
21914,9.871169
21779,252.25697
20705,53.392826
20706,45.207745
21667,18.136103
21104,147.04297
21093,127.276886
21144,40.56814
21076,44.602463
21146,13.165217
20903,84.74413
20613,51.920353
21710,99.811066
21754,143.19426
20657,18.565031
21668,18.381361
21829,6.716301
21811,5.3170104
21285,123.2918
20892,98.523384
20833,134.14268
20895,91.76017
20910,94.16444
20745,43.630516
21791,155.69913
21797,178.82614
20839,132.84918
21409,9.120751
20838,152.12083
21402,5.4754224
21824,0.24886568
21044,116.55756
20784,39.71684
20616,18.798273
20877,145.56317
21718,165.04437
21077,32.58154
21250,63.239014
20765,3.1206357
20615,3.9244344
21664,4.5027256
21742,186.31784
21561,723.22437
21550,790.87036
21733,141.63226
21205,20.425829
21223,34.151253
20878,114.55385
21239,99.80001
21531,637.4062
21861,2.0932016
21128,54.254253
21014,104.454544
21208,144.75078
21084,168.13533
21013,141.42117
21918,78.735596
20653,18.766474
20782,25.951271
21678,14.93958
21122,9.457245
21140,10.378225
20814,93.343376
21061,24.787224
21108,30.679594
20852,104.964714
20850,127.21695
21788,236.49422
21704,115.068535
20624,25.50001
21626,0.35603693
20886,132.49568
20754,26.122688
20744,41.342148
20763,66.627106
21048,178.59265
20779,16.94341
21755,155.84288
20762,79.628815
21851,5.0471325
21635,16.722086
20689,27.917383
20736,26.965775
21623,17.76076
20680,5.4920826
21650,18.479319
20769,50.00285
20660,28.475275
21105,253.75992
20868,137.67018
21641,11.306206
21673,6.9187255
21632,12.35888
21872,10.674484
21654,2.2864182
21653,0.91518825
21502,319.87637
21224,15.01563
21520,762.1135
21231,14.873081
21783,327.89087
