Tract ID,Average Elevation
01077011503,171.75807
01093964402,157.11479
01093964401,174.90268
01077011606,189.26427
01077011402,204.68896
01077011504,185.86995
01077010902,177.66313
01077010901,183.98235
01095030205,250.66536
01095030203,304.3992
01095030501,313.32297
01095031002,275.44437
01095031001,278.73486
01123962302,182.8124
01123962301,173.52821
01123962702,110.80734
01123962701,159.28043
01077010600,171.94412
01029959700,305.53555
01029959500,330.5117
01029959800,332.4052
01029959600,323.90497
01017953900,200.94417
01047956202,91.22834
01089010705,234.66634
01089010625,219.6819
01089010404,268.43613
01073014209,169.6577
01073014208,183.18823
01073014206,165.20868
01073014205,183.8571
01073014207,165.40227
01073014303,202.52898
01073014106,161.41841
01073004502,187.3829
01073004501,191.80357
01073002701,181.56056
01073002402,184.45152
01073002401,195.80771
01073012917,158.32373
01073011115,233.7864
01073011114,225.93295
01073012918,157.53654
01073011709,183.43848
01073014304,219.19101
01073014415,205.50789
01073014414,199.20149
01073011116,304.96613
01073011117,287.88095
01073012003,179.7314
01073012804,188.33417
01073010806,245.59764
01073012916,194.68875
01101005611,72.485466
01101005608,75.07317
01101005503,70.672356
01101005501,55.17667
01101005504,67.73985
01101005502,72.74928
01101005612,73.68071
01101005610,59.75267
01133965502,197.04095
01133965501,232.51225
01133965503,206.51279
01073014408,138.90434
01073011301,164.12688
01073012703,178.29941
01059973702,279.4324
01019956101,243.48459
01019955802,240.4056
01019955801,218.4546
01019956102,218.38068
01121011301,131.53435
01121011302,147.93335
01121011502,201.94687
01121011501,153.40541
01071950601,289.9989
01071950301,315.9775
01049960102,456.59302
01049960701,329.6225
01049960402,381.73505
01049960303,387.65182
01049960602,336.64346
01049960702,341.37534
01049960101,446.24338
01049960302,376.51144
01103005602,296.2637
01103005703,224.37288
01103005704,226.13605
01103005601,260.16702
01103005202,190.26413
01073011805,248.96727
01073012805,181.46573
01123962600,205.73181
01123962100,211.00383
01079979201,172.70308
01079979202,188.10655
01079979502,216.89742
01079979501,221.41122
01009050103,284.54407
01009050107,341.7022
01009050603,144.28287
01009050105,294.99927
01009050702,155.33966
01009050701,237.02841
01009050604,195.34038
01009050302,276.95865
01009050301,250.69157
01009050501,235.37439
01009050502,229.01187
01115040110,221.18307
01115040302,197.36638
01115040207,173.70357
01115040209,169.23767
01115040301,199.12086
01115040503,248.87794
01115040108,224.33272
01115040507,213.34566
01115040211,166.11938
01115040208,172.24377
01115040210,155.88615
01115040213,146.32819
01115040212,146.76616
01115040107,219.79272
01115040505,284.85928
01115040109,234.55714
01115040508,237.94415
01115040206,163.55513
01115040506,240.31136
01115040504,254.05742
01053969802,55.38052
01053969801,57.384705
01093964600,174.35089
01093964100,239.85359
01093964200,166.60172
01093964300,196.18863
01093964500,198.82713
01073014107,131.79718
01073011806,259.85333
01073011708,170.72995
01073012921,269.08173
01073011112,273.15793
01073011113,297.0478
01073012920,227.62476
01073010807,180.84444
01073011303,142.6537
01073011003,196.40627
01073011707,182.39891
01073011004,220.4772
01073010605,168.36002
01073010604,183.77496
01073012004,180.5468
01073011710,171.13104
01073012307,181.97879
01073011304,134.7566
01073002702,181.66037
01073012306,194.60411
01073011401,140.6931
01073012919,150.14627
01051030300,158.74695
01051030600,99.771355
01051030500,147.78992
01073011402,164.93723
01051030200,144.64583
01051031300,61.494457
01051031200,50.260937
01051031100,73.09715
01075030000,132.72597
01075030200,102.70987
01019955701,199.3605
01101005609,70.66613
01015001600,221.39342
01039961600,98.64733
01039962100,73.52284
01039962400,99.56214
01039962600,85.82696
01039961800,82.749016
01039961900,82.529175
01039962300,78.86863
01039963000,72.60986
01039961700,80.88106
01039962700,92.04207
01081041102,211.83203
01081042103,144.2451
01081042008,124.59188
01081041002,188.93411
01081040501,188.53482
01081040607,159.0159
01081041101,225.22281
01081041702,199.58817
01081041701,207.14302
01081040904,214.96889
01081041001,205.13219
01081040502,140.42825
01081041104,217.68628
01081042104,175.965
01081040202,211.56728
01081041902,169.4336
01081041803,183.17482
01081040401,179.08894
01081040605,180.01157
01081041903,186.76143
01081041901,152.15486
01081041802,203.9626
01081041703,220.13132
01081041801,206.41615
01081042009,115.86686
01081040606,173.87952
01081041103,217.79492
01081040802,212.29762
01081040403,190.37337
01081040402,196.98274
01081040201,213.74115
01081042007,135.05318
01081040801,207.00449
01081040903,215.58786
01095030701,277.72025
01095030401,313.89096
01095030903,308.39426
01121010101,238.16919
01047956701,39.73578
01047956702,34.151623
01095030702,247.77878
01095030904,303.3637
01001020801,66.86809
01081042005,131.90039
01101005606,74.36576
01025957601,68.092316
01025957700,38.551846
01021060600,156.39624
01021060101,188.12251
01021060500,130.33444
01021060200,170.26517
01021060401,197.02884
01021060300,164.25427
01081042002,147.81364
01081040603,194.79402
01081042101,153.63914
01089011100,184.12222
01101005409,83.47504
01101005607,74.18208
01043965402,159.99614
01013953200,107.334724
01013953500,90.60294
01013953000,110.511444
01013953300,100.89773
01013952700,136.73817
01013953100,112.08405
01013953400,84.81282
01013952900,132.22726
01027958900,330.37997
01027959200,284.32745
01027959100,283.6373
01097000500,4.198033
01097003301,14.671124
01097006402,63.05946
01097007102,11.284717
01073002100,252.74068
01111000300,279.83817
01111000400,285.8407
01111000500,242.41403
01097002301,5.6536293
01117030314,152.39421
01117030317,140.41516
01117030319,160.95393
01081040300,204.4179
01097002302,7.63311
01097006902,35.711025
01081040700,196.33722
01081041300,236.27843
01097002502,7.795985
01097005300,3.5891466
01097006000,71.46839
01097006103,34.4409
01097006802,27.202156
01097007000,4.3957214
01097000200,3.900725
01097000401,5.0127106
01097000402,2.0443664
01097000600,6.985237
01097005400,6.619198
01081041400,231.63208
01081041600,232.40233
01081041200,233.95804
01097002400,7.323596
01097003708,22.586777
01003011102,19.344696
01097003710,33.743126
01097002501,8.020971
01097003205,23.176605
01097003302,32.321503
01097003402,27.926538
01117030320,151.17586
01117030701,169.72017
01097003405,53.786144
01097003406,39.10857
01097003901,12.286082
01097003902,10.607396
01097000701,10.250972
01097000702,9.382454
01097002600,9.875072
01097003408,44.530823
01097004000,11.1488695
01097004100,9.973502
01099076000,96.197136
01099075800,88.675644
01097002700,10.71871
01099075700,50.6441
01099076200,53.402817
01099075600,91.64249
01117030331,173.31322
01117030800,142.94133
01117030315,162.6736
01117030607,163.17061
01117030304,150.60997
01117030316,147.14168
01117030305,168.99388
01117030330,196.08087
01117030306,158.13022
01097000901,7.7680826
01097000902,8.484568
01097000903,8.783483
01097001001,6.4560375
01097001002,6.684792
01097001100,4.100923
01097001302,7.5187726
01097001400,8.815978
01097002800,8.9435005
01073014001,149.5127
01073014410,150.32454
01087231602,97.33109
01087231601,93.75697
01087231603,91.29616
01003010904,28.103138
01003011501,24.098001
01011952100,130.38792
01069040302,96.35507
01069040301,94.21964
01025958003,38.42464
01025957603,104.65607
01025957604,94.44726
01003010400,40.563896
01003011201,26.002413
01003010800,24.798944
01003011000,28.332659
01003010300,27.695686
01003010500,77.14634
01003011300,10.184079
01003010704,30.083471
01003010100,31.520872
01033020802,182.46848
01033021000,182.94946
01033020801,172.90744
01033020100,160.14189
01003010200,57.696335
01003010600,71.50167
01111000100,301.86407
01111000200,335.72977
01095030801,297.43884
01095031100,300.25943
01095030902,307.24927
01043964400,288.48434
01043964500,261.6457
01043964100,287.95517
01043964700,234.73764
01043965600,194.14948
01043965700,170.3305
01043965300,235.578
01095031200,320.37384
01055011002,310.45883
01055001200,161.20718
01055010800,274.5205
01055010602,187.10199
01055000200,175.45978
01055010401,165.80429
01123962501,177.78171
01123961900,223.65753
01039962500,80.330956
01039962800,73.61629
01039962000,91.79872
01039962900,67.28111
01109189003,136.4067
01043965100,211.49318
01043964600,243.94572
01043965200,210.14998
01043964300,283.45197
01017954600,180.95201
01045020801,102.166954
01017954200,209.72842
01017953800,222.93268
01017954300,207.31961
01017954700,189.96979
01125011600,56.25659
01125011701,57.562756
01125011800,54.310944
01023956800,59.14342
01023956900,67.121605
01023957000,60.8568
01117030219,153.60329
01117030611,165.39609
01117030613,157.85458
01117030614,176.38803
01117030610,172.39417
01117030616,188.09192
01117030503,160.8281
01117030615,195.3634
01125012304,95.49899
01125012404,71.89428
01125012600,69.3076
01125012800,89.85072
01125011703,43.713146
01125012503,84.60449
01051030901,114.26012
01117030348,188.98007
01117030349,234.16
01117030221,188.72554
01117030220,236.59682
01117030350,140.96642
01117030612,178.9522
01117030347,162.56503
01117030218,175.37979
01117030346,159.40645
01117030351,147.6975
01117030352,144.94615
01109189001,126.69779
01109189102,130.17278
01109189002,129.94669
01109189101,151.72966
01105687002,88.07191
01105687001,97.23408
01097005900,55.754795
01097006104,45.217884
01097005500,5.9693785
01097007101,28.463934
01097003404,56.649075
01097007300,4.9171844
01097006600,9.160009
01097002000,2.6303384
01097001502,7.6081386
01015000400,239.17184
01097003607,59.13383
01097001200,1.8551327
01097005800,32.300137
01097006102,51.36229
01097002200,5.4562006
01097003800,1.4899471
01097007103,5.1537194
01097003000,9.732655
01117030504,163.90211
01117980100,180.10283
01015002101,194.4375
01015001700,211.63844
01015000200,284.98514
01015002200,270.5736
01015000300,243.1608
01089010623,239.6279
01031010900,94.83821
01031010500,98.66754
01031011000,101.61603
01031010800,80.853584
01031011300,96.78517
01031010600,74.04041
01031010700,80.951775
01031010200,98.67566
01031010300,106.894485
01031010400,88.803764
01031010100,97.05779
01097007600,9.221926
01113031000,114.60239
01113031200,98.11682
01113030800,75.34992
01113031100,113.37837
01113030200,77.953545
01113030300,105.81901
01113030500,113.58885
01031011100,108.02434
01113030700,103.32812
01083020500,221.24278
01083020300,213.1011
01073011109,244.432
01073014002,149.48639
01073011002,202.67984
01073012704,199.68452
01073011110,301.65878
01035960600,75.101685
01035960300,87.74304
01035960500,86.51578
01035960400,81.1193
01009050601,182.65639
01047956900,48.594765
01125010102,135.18953
01125010500,83.314804
01125010406,80.94699
01125010703,153.17014
01125010101,103.40007
01125010204,81.880875
01125010405,82.74309
01125010201,104.27426
01125012305,108.727615
01125012501,41.20264
01125010802,94.80401
01125012403,50.634735
01125010404,47.53092
01097007500,8.968595
01089001301,214.21219
01125010303,64.449646
01125010407,56.79076
01125010803,92.678764
01125010203,92.541756
01125012700,97.72944
01125010302,74.52862
01125010403,60.42221
01125010601,147.56755
01125010804,92.11574
01125011200,67.26652
01065040200,85.198654
01065040300,50.851532
01065040100,55.123486
01065040500,43.82581
01065040000,85.57598
01071951000,398.63632
01071950200,239.88261
01071950400,372.7106
01071950700,219.64522
01071950500,287.12457
01051030902,68.5175
01051030702,91.834366
01051030701,89.48556
01049960900,314.28833
01049960500,356.49347
01117980000,227.88237
01049960200,439.04578
01049961000,403.01917
01049961100,291.98743
01049960800,278.32333
01049961400,408.79675
01049961200,305.98825
01049961300,430.4144
01071950800,193.53033
01061050100,52.004784
01061050600,76.146805
01061050300,44.959118
01061050400,64.38562
01061050500,75.50342
01061050200,60.236687
01073014301,169.8204
01073010802,222.40727
01073012103,162.27744
01073014104,165.44063
01073010500,173.66815
01073014404,250.86244
01073003200,160.7203
01073011706,174.54782
01073012701,223.01433
01073005600,220.28175
01073012602,245.86131
01073012104,138.38182
01073010803,248.50932
01073005000,214.34268
01073012403,165.38785
01073012302,149.01329
01073011901,196.0148
01073011205,223.4417
01073011210,210.6754
01073011600,146.31627
01073010100,149.6157
01089001302,205.33742
01089003000,198.08374
01089003100,191.96387
01015981902,197.0166
01015000900,305.36636
01015002400,227.18913
01015001400,229.59244
01015000600,250.43588
01015002600,168.65196
01047956800,43.862656
01015001000,218.17708
01015002102,293.91534
01015981903,418.08316
01015002502,195.86728
01015000700,276.44147
01015002300,231.4295
01015001202,287.58572
01063060000,61.441914
01063060200,36.47977
01073013601,160.5176
01073013801,147.86995
01073013901,174.84772
01073013902,154.8422
01073014105,158.51083
01073000500,182.07256
01073000700,174.29178
01073014405,262.17407
01073000800,185.46893
01073001100,176.92451
01073001200,162.23451
01073001400,180.907
01073001500,195.0158
01073001600,188.90971
01073001902,193.64986
01073002000,254.40056
01073002200,216.28967
01073002303,231.80412
01073002305,220.83925
01073002306,263.8932
01073002900,178.09306
01073003001,185.21616
01073003002,183.88692
01073003100,187.46088
01073003300,162.86415
01073003400,166.93279
01085781100,79.09768
01085780800,73.04806
01085781200,100.518135
01085781000,65.384995
01073003500,188.44565
01073003600,186.66199
01073003802,163.94914
01073003803,166.97394
01073003900,167.72746
01073004000,171.20244
01073004200,177.4055
01041963900,110.3799
01041963800,92.21536
01041963400,129.57208
01041963600,107.709755
01041963700,113.470245
01041963500,136.47318
01045021300,86.87026
01045021102,69.69359
01045020300,81.63986
01045020400,101.979645
01045021101,79.49693
01045020200,101.47373
01045020100,109.25069
01045021200,62.82185
01073004701,220.63455
01073004702,246.80301
01073004800,271.19016
01073005101,175.59886
01073005200,180.0848
01073005302,263.29068
01073005500,180.07436
01073005701,161.1918
01073005702,167.0308
01073005800,262.48544
01073005903,265.45288
01089002801,177.57811
01101006000,50.415558
01101000300,45.84978
01101002800,70.66643
01101006100,54.652794
01101005402,62.48676
01101005102,54.83164
01101005700,121.39106
01101005101,48.05936
01101005800,118.20836
01101001400,75.50727
01101005604,79.84545
01101000100,62.376263
01101000200,81.368546
01101000400,70.98348
01101000500,92.67969
01101000600,84.50298
01101000700,71.44967
01101000900,48.325687
01101001000,50.832405
01121010202,162.05956
01121010102,190.10457
01121010201,170.8097
01121010400,243.47548
01101001100,66.41049
01101001200,68.322945
01101001300,70.95532
01101001500,81.53408
01101001600,81.77176
01053969900,50.75141
01053970400,85.11914
01053970500,78.09709
01053970300,63.25379
01053970600,75.27638
01053970700,83.4637
01053970200,28.247347
01053970100,55.124718
01101001700,80.97662
01101001800,77.176865
01101001900,79.84553
01101002000,71.73382
01101002100,65.45835
01001020200,89.68097
01001020600,67.70932
01001020100,90.63665
01001020700,68.17407
01001020400,99.96479
01045020500,105.91602
01045020700,104.02662
01045021400,96.438995
01019955702,260.75208
01011952500,122.04034
01111000600,247.51021
01027959000,348.75565
01081042003,112.03918
01121010301,191.88583
01121010600,182.4692
01121010302,165.8568
01081040901,195.04007
01019955900,198.29463
01019956000,180.02577
01123962400,205.07347
01123962200,191.68008
01123962502,173.3403
01123962000,205.73189
01103000300,175.57443
01103000400,174.39705
01103000600,175.73001
01103000700,181.68352
01103000800,178.92982
01103000900,181.33556
01103001000,184.84436
01103005303,207.854
01113030403,121.29667
01113030903,96.21071
01113030907,126.114075
01113030602,113.68088
01113030404,122.93703
01113030905,72.08928
01113030904,98.96372
01113030906,107.22152
01113030601,108.68881
01033020200,147.65962
01033020300,152.36067
01033020400,143.12119
01043965502,193.95871
01043964902,255.75258
01043965501,180.85646
01043964201,259.78842
01043964202,284.60986
01043965002,227.07402
01043965001,224.29979
01043964901,226.27147
01033020500,151.44572
01037961200,178.99756
01037961100,196.65753
01037961000,226.87212
01109188900,137.07767
01109188700,130.17908
01109188800,125.69189
01109188600,133.43353
01109189300,118.108826
01109189200,111.862465
01073005905,223.54576
01073005907,253.03426
01073005908,229.32661
01047957200,33.63881
01047956201,37.892635
01117030337,150.48738
01117030704,144.11375
01073010001,175.67503
01073010002,165.0138
01073010200,148.75352
01073010301,170.02109
01073010302,170.72305
01073010401,162.84476
01073010402,169.18536
01097004800,9.524086
01073010603,178.03146
01073010701,234.80539
01073010702,224.79782
01073010703,223.01083
01097003501,42.94959
01097004900,13.170298
01097005000,8.377619
01097001501,7.749465
01097001800,1.8661329
01015001300,258.46884
01015001201,229.47163
01015000500,219.80879
01015000800,212.70969
01097003502,49.0144
01097005100,9.738932
01097005200,8.870637
01097002900,8.524748
01097003602,56.518196
01097003606,55.281452
01097003608,43.548977
01097003703,48.310524
01097006403,59.294533
01097001901,2.2407749
01097001902,3.6170065
01073010704,211.99602
01073010705,206.30397
01073010706,207.84662
01073010801,229.50899
01055010402,171.88193
01055010601,172.36697
01055011200,171.01038
01055011001,310.06787
01097003100,33.67535
01015981901,227.98312
01103005109,175.46916
01103005108,188.48145
01097003202,51.376656
01097003704,54.305187
01097003705,34.728405
01097003706,55.402767
01097003707,49.94692
01133965700,272.66742
01097002100,7.742599
01097003203,41.885464
01133965800,246.4764
01133965900,205.70618
01073003700,181.95134
01073010804,251.52145
01073011206,237.52757
01073011500,141.08607
01073011704,151.97174
01073012001,167.58331
01073010900,182.94072
01073011207,238.44096
01007010001,127.17052
01073011208,257.89874
01103005106,192.33534
01073011209,238.84189
01073011803,241.25351
01073011804,246.6519
01073012200,116.52404
01073014406,239.09486
01105686800,92.806885
01073012500,178.72961
01073013100,185.12842
01073000100,210.83592
01073000300,192.55333
01073012401,186.16321
01073012402,184.98676
01117030336,143.13004
01005950900,70.24523
01005950100,86.1658
01005950600,100.74065
01005950200,136.22034
01005950300,129.95537
01005950500,113.97804
01005950400,123.13341
01005950700,96.20624
01005950800,90.61549
01073000400,192.61197
01073012907,144.24187
01073012908,179.59538
01073013002,198.03368
01073013200,157.53632
01073013300,151.75102
01073013400,176.12561
01105687100,66.107574
01095030402,301.06067
01035960200,110.18067
01103005107,200.29417
01103005701,270.69794
01121011100,182.93243
01121011700,175.27011
01121010900,179.38821
01121011600,213.71117
01121011400,142.13748
01121010700,169.49107
01121012000,202.74846
01121011200,158.71101
01121010500,187.83852
01121011000,191.97566
01121011900,170.45583
01091973300,48.60992
01091973400,36.246708
01091973100,61.50976
01091973200,68.09009
01081042006,140.77008
01121011800,167.27295
01089002912,264.28778
01101005410,81.198975
01101005605,74.018196
01081040602,193.783
01089002922,251.49529
01089011012,248.99075
01089011013,229.63309
01089010902,267.75998
01117030405,143.33203
01115040104,214.9662
01115040105,199.3111
01115040401,179.49612
01115040402,263.97012
01083020101,239.63963
01083020202,233.14677
01083020201,229.27792
01101005407,70.826385
01057020100,148.02377
01057020000,166.81143
01057020400,151.4317
01057020200,127.30179
01117030215,202.89577
01117030407,142.34467
01057020300,124.69873
01117030340,154.10431
01117030341,149.0589
01117030502,167.0739
01117030703,169.66843
01117030406,151.96619
01009050200,203.33409
01129044200,26.011887
01129044100,26.228941
01129044000,47.51655
01129043900,60.58217
01129044300,58.198524
01089001500,206.24345
01089001700,213.02708
01089001903,228.7601
01089002000,189.65138
01047956400,40.02095
01047956600,39.9602
01083020600,222.14989
01083020700,216.28148
01083020900,208.78712
01047957100,54.64353
01047957000,57.19352
01047956300,50.833797
01047956500,35.800407
01069040900,85.683754
01069040100,83.208176
01069041400,82.70852
01069042000,52.698265
01069041800,46.647346
01069041700,60.574337
01069041600,78.86478
01125011401,67.254776
01125011901,62.238235
01089002100,188.4935
01089002300,192.33058
01089002400,184.45149
01089002501,182.5504
01089002502,186.31245
01083021000,215.82025
01083020402,214.1151
01117030211,271.8651
01117030103,137.5617
01117030900,187.55551
01117030102,151.45168
01089002600,189.08272
01089002701,195.39702
01089002721,193.39987
